id	direction	compartment	gpr	name	enzyme	deltag	reference	equation	definition	ms id	bigg id	kegg id	kegg pathways	metacyc pathways
rxn05348_c0	>	Cytosol_0	(gene_2982 or gene_3946)	Decanoyl-[acyl-carrier protein]:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)_c0		-7.37		(1)  cpd11474[c0] + (1)  cpd11492[c0] => (1)  cpd00011[c0] + (1)  cpd11489[c0] + (1)  cpd11493[c0]	(1)  Decanoyl-ACP_c0[c0] + (1)  Malonyl-acyl-carrierprotein-_c0[c0] => (1)  CO2_c0[c0] + (1)  3-oxododecanoyl-acp_c0[c0] + (1)  ACP_c0[c0]	rxn05348	3OAS120	R04963	Fatty acid biosynthesis	Biosynthesis|Fatty-acid-biosynthesis|Lipid-Biosynthesis|Palmitate-Biosynthesis
rxn05435_c0	>	Cytosol_0	(gene_1165 or gene_2349)	8-methyl-trans-dec-2-enoyl-ACP:NAD+ oxidoreductase (A-specific)_c0		-16.55		(1)  cpd00004[c0] + (1)  cpd00067[c0] + (1)  cpd11506[c0] => (1)  cpd00003[c0] + (1)  cpd11507[c0]	(1)  NADH_c0[c0] + (1)  H+_c0[c0] + (1)  8-methyl-trans-dec-2-enoyl-ACP_c0[c0] => (1)  NAD_c0[c0] + (1)  8-methyl-decanoyl-ACP_c0[c0]	rxn05435				
rxn00907_c0	=	Cytosol_0	(gene_442 or gene_1026)	5,10-methylenetetrahydrofolate:NADP+ oxidoreductase_c0		1.92		(1)  cpd00006[c0] + (1)  cpd00125[c0] <=> (1)  cpd00005[c0] + (1)  cpd00347[c0]	(1)  NADP_c0[c0] + (1)  5-10-Methylenetetrahydrofolate_c0[c0] <=> (1)  NADPH_c0[c0] + (1)  5-10-Methenyltetrahydrofolate_c0[c0]	rxn00907	ADE3_1	R01220	One carbon pool by folate|Carbon fixation pathways in prokaryotes	1CMET2-PWY|Autotrophic-CO2-Fixation|Biosynthesis|C1-COMPOUNDS|CARBO-BIOSYNTHESIS|CO2-Fixation|CODH-PWY|Carbohydrates-Biosynthesis|Cofactor-Biosynthesis|Degradation|Folate-Biosynthesis|Formaldehyde-Oxidation|Gluconeogenesis|NUCLEO-DEG|Purine-Degradation|Vitamin-Biosynthesis
rxn05458_c0	=	Cytosol_0	gene_1434	[Acyl-carrier-protein] acetyltransferase_c0		0		(1)  cpd00010[c0] + (1)  cpd00067[c0] + (1)  cpd11476[c0] <=> (1)  cpd00134[c0] + (1)  cpd11493[c0]	(1)  CoA_c0[c0] + (1)  H+_c0[c0] + (1)  hexadecanoyl-acp_c0[c0] <=> (1)  Palmitoyl-CoA_c0[c0] + (1)  ACP_c0[c0]	rxn05458	FAS1_7_c			
rxn08300_c0	=	Cytosol_0	gene_3879	diacylglycerol kinase (n-C18:1)_c0		208		(1)  cpd00002[c0] + (1)  cpd15312[c0] <=> (1)  cpd00008[c0] + (1)  cpd15527[c0]	(1)  ATP_c0[c0] + (1)  1,2-Diacyl-sn-glycerol dioctadec-11-enoyl_c0[c0] <=> (1)  ADP_c0[c0] + (1)  1,2-dioctadec-11-enoyl-sn-glycerol 3-phosphate_c0[c0]	rxn08300	DAGK181			
rxn01644_c0	>	Cytosol_0	gene_3035	L-Aspartate-4-semialdehyde hydro-lyase (adding pyruvate and cyclizing)_c0		-30.86		(1)  cpd00020[c0] + (1)  cpd00346[c0] => (2)  cpd00001[c0] + (1)  cpd00067[c0] + (1)  cpd02120[c0]	(1)  Pyruvate_c0[c0] + (1)  L-Aspartate4-semialdehyde_c0[c0] => (2)  H2O_c0[c0] + (1)  H+_c0[c0] + (1)  Dihydrodipicolinate_c0[c0]	rxn01644	DHDPS	R02292	Lysine biosynthesis	Amino-Acid-Biosynthesis|Biosynthesis|DAPLYSINESYN-PWY|IND-AMINO-ACID-SYN|LYSINE-SYN|P4-PWY|PWY0-781
rxn08297_c0	>	Cytosol_0	gene_3879	diacylglycerol kinase (n-C16:0)_c0		208		(1)  cpd00002[c0] + (1)  cpd15309[c0] => (1)  cpd00008[c0] + (1)  cpd15524[c0]	(1)  ATP_c0[c0] + (1)  1,2-Diacyl-sn-glycerol dihexadecanoyl_c0[c0] => (1)  ADP_c0[c0] + (1)  1,2-dihexadecanoyl-sn-glycerol 3-phosphate_c0[c0]	rxn08297	DAGK160			
rxn05450_c0	>	Cytosol_0	(gene_2349 or gene_1165)	14-methyl-trans-pentadec-2-enoyl-ACP:NAD+ oxidoreductase (A-specific)_c0		-16.55		(1)  cpd00004[c0] + (1)  cpd00067[c0] + (1)  cpd11568[c0] => (1)  cpd00003[c0] + (1)  cpd11569[c0]	(1)  NADH_c0[c0] + (1)  H+_c0[c0] + (1)  14-methyl-trans-pentadec-2-enoyl-ACP_c0[c0] => (1)  NAD_c0[c0] + (1)  14-methyl-pentadecanoyl-ACP_c0[c0]	rxn05450				
rxn12847_c0	=	Cytosol_0	((gene_331 or gene_323) or gene_621 or gene_3398 or gene_3398)	Gly-Try aminopeptidase_c0				(1)  cpd00001[c0] + (1)  cpd15606[c0] <=> (1)  cpd00033[c0] + (1)  cpd00069[c0]	(1)  H2O_c0[c0] + (1)  Gly-Tyr_c0[c0] <=> (1)  Glycine_c0[c0] + (1)  L-Tyrosine_c0[c0]	rxn12847				
rxn05410_c0	=	Cytosol_0	gene_322	4-methyl-3-oxo-pentanoyl-ACP:NADP+ oxidoreductase_c0		-3.76		(1)  cpd00005[c0] + (1)  cpd00067[c0] + (1)  cpd11546[c0] <=> (1)  cpd00006[c0] + (1)  cpd11547[c0]	(1)  NADPH_c0[c0] + (1)  H+_c0[c0] + (1)  4-methyl-3-oxo-pentanoyl-ACP_c0[c0] <=> (1)  NADP_c0[c0] + (1)  4-methyl-3-hydroxy-pentanoyl-ACP_c0[c0]	rxn05410				
rxn05443_c0	>	Cytosol_0	(gene_2349 or gene_1165)	13-methyl-trans-tetra-dec-2-enoyl-ACP:NAD+ oxidoreductase (A-specific)_c0		-16.55		(1)  cpd00004[c0] + (1)  cpd00067[c0] + (1)  cpd11539[c0] => (1)  cpd00003[c0] + (1)  cpd11540[c0]	(1)  NADH_c0[c0] + (1)  H+_c0[c0] + (1)  13-methyl-trans-tetra-dec-2-enoyl-ACP_c0[c0] => (1)  NAD_c0[c0] + (1)  13-methyl-tetra-decanoyl-ACP_c0[c0]	rxn05443				
rxn09114_c0	=	Cytosol_0	gene_3442	Phosphatidylglycerol synthase (n-C18:1)_c0		-16.7		(1)  cpd00080[c0] + (1)  cpd15420[c0] <=> (1)  cpd00046[c0] + (1)  cpd15548[c0]	(1)  Glycerol-3-phosphate_c0[c0] + (1)  CDP-1,2-dioctadec-11-enoylglycerol_c0[c0] <=> (1)  CMP_c0[c0] + (1)  Phosphatidylglycerophosphate dioctadec-11-enoyl_c0[c0]	rxn09114	PGSA181			
rxn09188_c0	=	Cytosol_0	gene_2595	Proline dehydrogenase_c0		-19.84		(1)  cpd00015[c0] + (1)  cpd00129[c0] <=> (1)  cpd00982[c0] + (1)  cpd02431[c0]	(1)  FAD_c0[c0] + (1)  L-Proline_c0[c0] <=> (1)  FADH2_c0[c0] + (1)  1-Pyrroline-5-carboxylate_c0[c0]	rxn09188	PRO1z			
rxn05345_c0	>	Cytosol_0	(gene_2982 or gene_3946)	dodecanoyl-[acyl-carrier-protein]:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)_c0		-7.37		(1)  cpd11468[c0] + (1)  cpd11492[c0] => (1)  cpd00011[c0] + (1)  cpd11491[c0] + (1)  cpd11493[c0]	(1)  Dodecanoyl-ACP_c0[c0] + (1)  Malonyl-acyl-carrierprotein-_c0[c0] => (1)  CO2_c0[c0] + (1)  3-oxotetradecanoyl-acp_c0[c0] + (1)  ACP_c0[c0]	rxn05345	3OAS140	R04726	Fatty acid biosynthesis	Biosynthesis|Fatty-acid-biosynthesis|Lipid-Biosynthesis|Palmitate-Biosynthesis
rxn05422_c0	=	Cytosol_0	gene_322	10-methyl-3-oxo-undecanoyl-ACP:NADP+ oxidoreductase_c0		-3.76		(1)  cpd00005[c0] + (1)  cpd00067[c0] + (1)  cpd11558[c0] <=> (1)  cpd00006[c0] + (1)  cpd11559[c0]	(1)  NADPH_c0[c0] + (1)  H+_c0[c0] + (1)  10-methyl-3-oxo-undecanoyl-ACP_c0[c0] <=> (1)  NADP_c0[c0] + (1)  10-methyl-3-hydroxy-undecanoyl-ACP_c0[c0]	rxn05422				
rxn01465_c0	=	Cytosol_0	(gene_1537 or gene_2957)	(S)-dihydroorotate amidohydrolase_c0		-5.28		(1)  cpd00001[c0] + (1)  cpd00282[c0] <=> (1)  cpd00067[c0] + (1)  cpd00343[c0]	(1)  H2O_c0[c0] + (1)  S-Dihydroorotate_c0[c0] <=> (1)  H+_c0[c0] + (1)  N-Carbamoyl-L-aspartate_c0[c0]	rxn01465	DH or TS	R01993	Pyrimidine metabolism	Biosynthesis|Nucleotide-Biosynthesis|PRPP-PWY|PWY0-162|PYR-NUC-SYN|Pyrimidine-De-Novo-Biosyn
rxn01833_c0	>	Cytosol_0	(gene_3896 or gene_1131)	aminoacetone:oxygen oxidoreductase(deaminating)_c0		-21.56		(1)  cpd00001[c0] + (1)  cpd00007[c0] + (1)  cpd01298[c0] => (1)  cpd00013[c0] + (1)  cpd00025[c0] + (1)  cpd00428[c0]	(1)  H2O_c0[c0] + (1)  O2_c0[c0] + (1)  Aminoacetone_c0[c0] => (1)  NH3_c0[c0] + (1)  H2O2_c0[c0] + (1)  2-Oxopropanal_c0[c0]	rxn01833		R02529	Glycine, serine and threonine metabolism	Amino-Acid-Biosynthesis|Amino-Acid-Degradation|Biosynthesis|Degradation|GLYCINE-SYN|IND-AMINO-ACID-SYN|THRDLCTCAT-PWY|THREOCAT-PWY|THREONINE-DEG
rxn01301_c0	=	Cytosol_0	(gene_2627 or gene_3419 or gene_1974)	L-Homoserine:NAD+ oxidoreductase_c0		5.22		(1)  cpd00003[c0] + (1)  cpd00227[c0] <=> (1)  cpd00004[c0] + (1)  cpd00067[c0] + (1)  cpd00346[c0]	(1)  NAD_c0[c0] + (1)  L-Homoserine_c0[c0] <=> (1)  NADH_c0[c0] + (1)  H+_c0[c0] + (1)  L-Aspartate4-semialdehyde_c0[c0]	rxn01301	HOM6_1	R01773	Glycine, serine and threonine metabolism|Cysteine and methionine metabolism|Lysine biosynthesis	Amino-Acid-Biosynthesis|Biosynthesis|HOMOSERSYN-PWY|IND-AMINO-ACID-SYN|ISOLEUCINE-SYN|MET-SAM-PWY|METHIONINE-SYN|METSYN-PWY|Other-Amino-Acid-Biosynthesis|P4-PWY|PWY0-781|THREONINE-BIOSYNTHESIS|THRESYN-PWY
rxn01643_c0	<	Cytosol_0	gene_1871	L-Aspartate-4-semialdehyde:NADP+ oxidoreductase (phosphorylating)_c0		-9.89		(1)  cpd00006[c0] + (1)  cpd00009[c0] + (1)  cpd00346[c0] <= (1)  cpd00005[c0] + (1)  cpd00067[c0] + (1)  cpd01977[c0]	(1)  NADP_c0[c0] + (1)  Phosphate_c0[c0] + (1)  L-Aspartate4-semialdehyde_c0[c0] <= (1)  NADPH_c0[c0] + (1)  H+_c0[c0] + (1)  4-Phospho-L-aspartate_c0[c0]	rxn01643	ASAD	R02291	Glycine, serine and threonine metabolism|Cysteine and methionine metabolism|Lysine biosynthesis	Amino-Acid-Biosynthesis|Biosynthesis|DAPLYSINESYN-PWY|HOMOSERSYN-PWY|IND-AMINO-ACID-SYN|ISOLEUCINE-SYN|LYSINE-SYN|MET-SAM-PWY|METHIONINE-SYN|METSYN-PWY|Other-Amino-Acid-Biosynthesis|P101-PWY|P4-PWY|PWY0-781|Polyamine-Biosynthesis|Spermidine-Biosynthesis|THREONINE-BIOSYNTHESIS|THRESYN-PWY
rxn04457_c0	>	Cytosol_0	Unknown	R06605_c0		-9.78		(1)  cpd09027[c0] => (1)  cpd00011[c0] + (1)  cpd01567[c0]	(1)  5-Hydroxy-2-oxo-4-ureido-2,5-dihydro-1H-imidazole-5-carboxylate_c0[c0] => (1)  CO2_c0[c0] + (1)  (R) -Allantoin_c0[c0]	rxn04457		R06605	Purine metabolism	
rxn05385_c0	=	Cytosol_0	gene_322	5-methyl-3-oxo-hexanoyl-ACP:NADP+ oxidoreductase_c0		-3.76		(1)  cpd00005[c0] + (1)  cpd00067[c0] + (1)  cpd11521[c0] <=> (1)  cpd00006[c0] + (1)  cpd11522[c0]	(1)  NADPH_c0[c0] + (1)  H+_c0[c0] + (1)  5-methyl-3-oxo-hexanoyl-ACP_c0[c0] <=> (1)  NADP_c0[c0] + (1)  5-methyl-3-hydroxy-hexanoyl-ACP_c0[c0]	rxn05385				
rxn06937_c0	>	Cytosol_0	((gene_1337 or gene_250) or (gene_250 or gene_1337))	L-glutamate:tRNA(Glu) ligase (AMP-forming)_c0				(1)  cpd00002[c0] + (1)  cpd00023[c0] + (1)  cpd11912[c0] => (1)  cpd00012[c0] + (1)  cpd00018[c0] + (1)  cpd00067[c0] + (1)  cpd12227[c0]	(1)  ATP_c0[c0] + (1)  L-Glutamate_c0[c0] + (1)  tRNA-Glu_c0[c0] => (1)  PPi_c0[c0] + (1)  AMP_c0[c0] + (1)  H+_c0[c0] + (1)  L-Glutamyl-tRNA-Glu_c0[c0]	rxn06937	GLUTRS	R05578	Porphyrin and chlorophyll metabolism|Aminoacyl-tRNA biosynthesis	
rxn01637_c0	=	Cytosol_0	gene_3229	N2-Acetyl-L-ornithine:2-oxoglutarate aminotransferase_c0		-1		(1)  cpd00024[c0] + (1)  cpd00342[c0] <=> (1)  cpd00023[c0] + (1)  cpd00918[c0]	(1)  2-Oxoglutarate_c0[c0] + (1)  N-Acetylornithine_c0[c0] <=> (1)  L-Glutamate_c0[c0] + (1)  2-Acetamido-5-oxopentanoate_c0[c0]	rxn01637	ACOTA	R02283	Arginine and proline metabolism	ARG+POLYAMINE-SYN|ARGININE-SYN|ARGSYN-PWY|ARGSYNBSUB-PWY|Amino-Acid-Biosynthesis|Biosynthesis|GLUTORN-PWY|IND-AMINO-ACID-SYN|Other-Amino-Acid-Biosynthesis|Polyamine-Biosynthesis
rxn05120_c0	>	Cytosol_0	gene_1221	protoheme IX farnesyltransferase_c0		-21.42		(1)  cpd00001[c0] + (1)  cpd00028[c0] + (1)  cpd00350[c0] => (1)  cpd00012[c0] + (1)  cpd00067[c0] + (1)  cpd11313[c0]	(1)  H2O_c0[c0] + (1)  Heme_c0[c0] + (1)  Farnesyldiphosphate_c0[c0] => (1)  PPi_c0[c0] + (1)  H+_c0[c0] + (1)  hemeO_c0[c0]	rxn05120	HEMEOS	R07411	Porphyrin and chlorophyll metabolism	
rxn00708_c0	>	Cytosol_0	(gene_1379 or gene_2546)	Uridine 5'-monophosphate phosphohydrolase_c0		7.21		(1)  cpd00001[c0] + (1)  cpd00091[c0] => (1)  cpd00009[c0] + (1)  cpd00249[c0]	(1)  H2O_c0[c0] + (1)  UMP_c0[c0] => (1)  Phosphate_c0[c0] + (1)  Uridine_c0[c0]	rxn00708	NTD2	R00963	Pyrimidine metabolism	
rxn00830_c0	=	Cytosol_0	gene_1081	Isopentenyl-diphosphate delta3-delta2-isomerase_c0		0.66		(1)  cpd00113[c0] <=> (1)  cpd00202[c0]	(1)  Isopentenyldiphosphate_c0[c0] <=> (1)  DMAPP_c0[c0]	rxn00830	IDI1	R01123	Terpenoid backbone biosynthesis	All-Trans-Farnesyl-PP-Biosynthesis|Biosynthesis|Cell-Structure-Biosynthesis|Cell-Wall-Biosynthesis|Cofactor-Biosynthesis|DITERPENOID-SYN|ERGOSTEROL-SYN-PWY|Energy-Metabolism|GGPP-Biosynthesis|ISOPRENOIDS|Lipid-Biosynthesis|NONMEVIPP-PWY|Other-biosynthesis|POLYISOPRENSYN-PWY|PWY66-5|Polyprenyl-Biosynthesis|SECONDARY-METABOLITE-BIOSYNTHESIS|Sterol-Biosynthesis|Terpenoid-Biosynthesis
rxn05219_c0	>	Cytosol_0	(gene_169 or gene_1751)	nonpolar-amino-acid-transporting ATPase_c0		-6.82		(1)  cpd00001[c0] + (1)  cpd00002[c0] + (1)  cpd00060[e0] => (1)  cpd00008[c0] + (1)  cpd00009[c0] + (1)  cpd00060[c0] + (1)  cpd00067[c0]	(1)  H2O_c0[c0] + (1)  ATP_c0[c0] + (1)  L-Methionine_e0[e0] => (1)  ADP_c0[c0] + (1)  Phosphate_c0[c0] + (1)  L-Methionine_c0[c0] + (1)  H+_c0[c0]	rxn05219	METabc			
rxn03406_c0	>	Cytosol_0	(gene_2971 or gene_4043)	Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-_c0		-44.53		(1)  cpd00002[c0] + (1)  cpd00013[c0] + (1)  cpd03487[c0] => (1)  cpd00008[c0] + (1)  cpd00009[c0] + (1)  cpd00067[c0] + (1)  cpd03488[c0]	(1)  ATP_c0[c0] + (1)  NH3_c0[c0] + (1)  Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine) -L-alanyl-D-glutamyl-L-lysyl-D-alanyl-D-alanine_c0[c0] => (1)  ADP_c0[c0] + (1)  Phosphate_c0[c0] + (1)  H+_c0[c0] + (1)  Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine) -L-alanyl-D-glutaminyl-L-lysyl-D-alanyl-D-alanine_c0[c0]	rxn03406	GLNSP1			
rxn00029_c0	>	Cytosol_0	gene_3689	5-aminolevulinate hydro-lyase (adding 5-aminolevulinate and cyclizing; porphobilinogen-forming)_c0	4.2.1.24	-15.3		(2)  cpd00338[c0] => (2)  cpd00001[c0] + (1)  cpd00067[c0] + (1)  cpd00689[c0]	(2)  5-Aminolevulinate_c0[c0] => (2)  H2O_c0[c0] + (1)  H+_c0[c0] + (1)  Porphobilinogen_c0[c0]	rxn00029	HEM2	R00036	Porphyrin and chlorophyll metabolism	Biosynthesis|Chlorophyll-Biosynthesis|Chlorophyll-a-Biosynthesis|Cofactor-Biosynthesis|HEME-SYN|Porphyrin-Compounds-Biosynthesis|Tetrapyrrole-Biosynthesis
rxn06673_c0	>	Cytosol_0	(gene_2889 and gene_2874)	Acetyl-CoA:carbon-dioxide ligase (ADP-forming)_c0		-10.65		(1)  cpd00022[c0] + (1)  cpd12543[c0] => (1)  cpd00070[c0] + (1)  cpd12848[c0]	(1)  Acetyl-CoA_c0[c0] + (1)  Carboxybiotin-carboxyl-carrier protein_c0[c0] => (1)  Malonyl-CoA_c0[c0] + (1)  Holo-[carboxylase]_c0[c0]	rxn06673		R04386	Fatty acid biosynthesis	
rxn12646_c0	=	Cytosol_0	((gene_331 or gene_323) or gene_621 or gene_3398 or gene_3398)	RXN0-6983.c_c0		-0.46		(1)  cpd00001[c0] + (1)  cpd11580[c0] <=> (1)  cpd00033[c0] + (1)  cpd00053[c0]	(1)  H2O_c0[c0] + (1)  Gly-Gln_c0[c0] <=> (1)  Glycine_c0[c0] + (1)  L-Glutamine_c0[c0]	rxn12646	MEAMP1(gly-gln)			
rxn03869_c0	>	Cytosol_0	gene_3067	Acylamide aminohydrolase_c0		-4.72		(1)  cpd00001[c0] + (1)  cpd06707[c0] => (1)  cpd00013[c0] + (1)  cpd00153[c0]	(1)  H2O_c0[c0] + (1)  Benzamide_c0[c0] => (1)  NH3_c0[c0] + (1)  Benzoate_c0[c0]	rxn03869		R05590	Aminobenzoate degradation	
rxn05256_c0	>	Cytosol_0	gene_1755	AMP,sulfite:thioredoxin-disulfide oxidoreductase(adenosine-5'-phosphosulfate-forming)_c0				(1)  cpd00193[c0] + (1)  cpd11421[c0] => (1)  cpd00018[c0] + (1)  cpd00067[c0] + (1)  cpd00081[c0] + (1)  cpd11420[c0]	(1)  APS_c0[c0] + (1)  trdrd_c0[c0] => (1)  AMP_c0[c0] + (1)  H+_c0[c0] + (1)  Sulfite_c0[c0] + (1)  trdox_c0[c0]	rxn05256	APSPTi	R07176		
rxn05448_c0	>	Cytosol_0	(gene_2349 or gene_1165)	10-methyl-trans-undec-2-enoyl-ACP:NAD+ oxidoreductase (A-specific)_c0		-16.55		(1)  cpd00004[c0] + (1)  cpd00067[c0] + (1)  cpd11560[c0] => (1)  cpd00003[c0] + (1)  cpd11561[c0]	(1)  NADH_c0[c0] + (1)  H+_c0[c0] + (1)  10-methyl-trans-undec-2-enoyl-ACP_c0[c0] => (1)  NAD_c0[c0] + (1)  10-methyl-undecanoyl-ACP_c0[c0]	rxn05448				
rxn05446_c0	>	Cytosol_0	(gene_2349 or gene_1165)	6-methyl-trans-hept-2-enoyl-ACP:NAD+ oxidoreductase (A-specific)_c0		-16.55		(1)  cpd00004[c0] + (1)  cpd00067[c0] + (1)  cpd11552[c0] => (1)  cpd00003[c0] + (1)  cpd11553[c0]	(1)  NADH_c0[c0] + (1)  H+_c0[c0] + (1)  6-methyl-trans-hept-2-enoyl-ACP_c0[c0] => (1)  NAD_c0[c0] + (1)  6-methyl-heptanoyl-ACP_c0[c0]	rxn05446				
rxn02175_c0	>	Cytosol_0	gene_815	ATP:pantetheine-4'-phosphate adenylyltransferase_c0		1.07		(1)  cpd00002[c0] + (1)  cpd00834[c0] => (1)  cpd00012[c0] + (1)  cpd00655[c0]	(1)  ATP_c0[c0] + (1)  Phosphopantetheine_c0[c0] => (1)  PPi_c0[c0] + (1)  Dephospho-CoA_c0[c0]	rxn02175	PTPAT	R03035	Pantothenate and CoA biosynthesis	Biosynthesis|COA-PWY|CoA-Biosynthesis|Cofactor-Biosynthesis|PANTOSYN-PWY|Vitamin-Biosynthesis
rxn08136_c0	>	Cytosol_0	gene_2137	1,6-anhydrous-N-Acetylmuramate kinase_c0		-233.34		(1)  cpd00001[c0] + (1)  cpd00002[c0] + (1)  cpd15399[c0] => (1)  cpd00008[c0] + (1)  cpd15391[c0]	(1)  H2O_c0[c0] + (1)  ATP_c0[c0] + (1)  1,6-anhydrous-N-Acetylmuramate_c0[c0] => (1)  ADP_c0[c0] + (1)  MurNAc 6-phosphate_c0[c0]	rxn08136	ANHMK			
rxn02835_c0	=	Cytosol_0	gene_3964	1-(5-phospho-D-ribosyl)-AMP 1,6-hydrolase_c0		4.04		(1)  cpd00001[c0] + (1)  cpd01777[c0] <=> (1)  cpd02979[c0]	(1)  H2O_c0[c0] + (1)  Phosphoribosyl-AMP_c0[c0] <=> (1)  phosphoribosylformiminoaicar-phosphate_c0[c0]	rxn02835	HIS4_2	R04037	Histidine metabolism	Amino-Acid-Biosynthesis|Biosynthesis|HISTIDINE-SYN|HISTSYN-PWY|IND-AMINO-ACID-SYN|PRPP-PWY
rxn04385_c0	>	Cytosol_0	gene_3736	L-threonine-O-3-phosphate carboxy-lyase_c0	4.1.1.81	-3.09		(1)  cpd00067[c0] + (1)  cpd08928[c0] => (1)  cpd00011[c0] + (1)  cpd02547[c0]	(1)  H+_c0[c0] + (1)  L-Threonine phosphate_c0[c0] => (1)  CO2_c0[c0] + (1)  (R) -1-Aminopropan-2-yl phosphate_c0[c0]	rxn04385	THRPD	R06530	Porphyrin and chlorophyll metabolism	Amino-Acid-Biosynthesis|Amino-Acid-Degradation|Biosynthesis|Cobalamin-Biosynthesis|Cofactor-Biosynthesis|Degradation|GLYCINE-SYN|IND-AMINO-ACID-SYN|THREOCAT-PWY|THREONINE-DEG|Vitamin-Biosynthesis
rxn01675_c0	>	Cytosol_0	gene_2967	dTTP:alpha-D-glucose-1-phosphate thymidylyltransferase_c0		1.07		(1)  cpd00089[c0] + (1)  cpd00357[c0] => (1)  cpd00012[c0] + (1)  cpd00626[c0]	(1)  Glucose-1-phosphate_c0[c0] + (1)  TTP_c0[c0] => (1)  PPi_c0[c0] + (1)  dTDPglucose_c0[c0]	rxn01675	G1PTMT	R02328	Streptomycin biosynthesis|Polyketide sugar unit biosynthesis	Antibiotic-Biosynthesis|Biosynthesis|CARBO-BIOSYNTHESIS|Carbohydrates-Biosynthesis|Cell-Structure-Biosynthesis|Cell-Wall-Biosynthesis|DTDPRHAMSYN-PWY|ECASYN-PWY|Lipopolysaccharide-Biosynthesis|O-Antigen-Biosynthesis|OANTIGEN-PWY|Rhamnose-Biosynthesis|SECONDARY-METABOLITE-BIOSYNTHESIS|SUGAR-NUCLEOTIDES
rxn03536_c0	>	Cytosol_0	gene_1799	R05221_c0		-14.03		(1)  cpd00002[c0] + (1)  cpd03918[c0] => (1)  cpd00008[c0] + (1)  cpd00067[c0] + (1)  cpd03919[c0]	(1)  ATP_c0[c0] + (1)  Adenosyl cobinamide_c0[c0] => (1)  ADP_c0[c0] + (1)  H+_c0[c0] + (1)  Adenosyl cobinamide phosphate_c0[c0]	rxn03536	ADCOBAK	R05221	Porphyrin and chlorophyll metabolism	Adenosylcobalamin-Biosynthesis|Biosynthesis|COBALSYN-PWY|Cobalamin-Biosynthesis|Cofactor-Biosynthesis|Vitamin-Biosynthesis
rxn01575_c0	=	Cytosol_0	gene_380	L-Isoleucine:2-oxoglutarate aminotransferase_c0		0		(1)  cpd00024[c0] + (1)  cpd00322[c0] <=> (1)  cpd00023[c0] + (1)  cpd00508[c0]	(1)  2-Oxoglutarate_c0[c0] + (1)  L-Isoleucine_c0[c0] <=> (1)  L-Glutamate_c0[c0] + (1)  3MOP_c0[c0]	rxn01575	BAT2_1	R02199	Valine, leucine and isoleucine degradation|Valine, leucine and isoleucine biosynthesis|Glucosinolate biosynthesis	Amino-Acid-Biosynthesis|Amino-Acid-Degradation|BRANCHED-CHAIN-AA-SYN-PWY|Biosynthesis|Degradation|GLYCINE-SYN|ILEUDEG-PWY|ILEUSYN-PWY|IND-AMINO-ACID-SYN|ISOLEUCINE-DEG|ISOLEUCINE-SYN|THREOCAT-PWY|THREONINE-DEG
rxn05150_c0	>	Cytosol_0	(gene_12 or (gene_886 or gene_3413) or gene_2475)	zinc transport via ABC system_c0	TC-3.A.1.15	-6.82		(1)  cpd00001[c0] + (1)  cpd00002[c0] + (1)  cpd00034[e0] => (1)  cpd00008[c0] + (1)  cpd00009[c0] + (1)  cpd00034[c0] + (1)  cpd00067[c0]	(1)  H2O_c0[c0] + (1)  ATP_c0[c0] + (1)  Zn2+_e0[e0] => (1)  ADP_c0[c0] + (1)  Phosphate_c0[c0] + (1)  Zn2+_c0[c0] + (1)  H+_c0[c0]	rxn05150	ZN2abc2			
rxn05398_c0	=	Cytosol_0	gene_3173	11-methyl-3-hydroxy-dodecanoyl-ACP hydro-lyase_c0		2.163		(1)  cpd11534[c0] <=> (1)  cpd00001[c0] + (1)  cpd11535[c0]	(1)  11-methyl-3-hydroxy-dodecanoyl-ACP_c0[c0] <=> (1)  H2O_c0[c0] + (1)  11-methyl-trans-dodec-2-enoyl-ACP_c0[c0]	rxn05398				
rxn09562_c0	=	Cytosol_0	gene_1845	Guanylate kinase_c0		9.53		(1)  cpd00067[c0] + (1)  cpd00115[c0] + (1)  cpd00126[c0] <=> (1)  cpd00031[c0] + (1)  cpd00177[c0]	(1)  H+_c0[c0] + (1)  dATP_c0[c0] + (1)  GMP_c0[c0] <=> (1)  GDP_c0[c0] + (1)  dADP_c0[c0]	rxn09562	GK2			
rxn00555_c0	=	Cytosol_0	gene_74	L-glutamine:D-fructose-6-phosphate isomerase (deaminating)_c0		-6.3		(1)  cpd00053[c0] + (1)  cpd00072[c0] <=> (1)  cpd00023[c0] + (1)  cpd00288[c0]	(1)  L-Glutamine_c0[c0] + (1)  D-fructose-6-phosphate_c0[c0] <=> (1)  L-Glutamate_c0[c0] + (1)  D-Glucosamine phosphate_c0[c0]	rxn00555	GF6PTA	R00768	Alanine, aspartate and glutamate metabolism|Amino sugar and nucleotide sugar metabolism	
